0####-####step	0,0,0	0,0,0	None
4####-####go####to####setting####on####you####computer####.####go####to####setting####on####you####computer####.####you####will####find####the####gear####icon####for####setting####in####the####start####menu####(####you####can####either####click####the####start####menu####icon####in####you####taskbar####or####you####can####press####⊞####win####)####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####click####device####.####click####device####.####you####will####see####this####as####the####first####option####in####the####second####column####.	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####click####add####bluetooth####or####other####device####.####click####add####bluetooth####or####other####device####.####you####will####see####this####on####the####right####side####of####the####window####;####it####be####the####first####clickable####option####.####you####will####see####discoverable####device####appear####in####the####list####as####you####computer####scan####.	0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####click####the####razer####controller####to####pair####it####.####click####the####razer####controller####to####pair####it####.####if####you####do####not####see####it####in####the####list####,####you####might####need####to####turn####off####the####razer####controller####and####put####it####into####pair####mode####again####.	0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####click####done.####click####do####.####a####confirmation####window####will####display####that####you####have####successfully####connect####to####the####razer####controller####.####[####1####]####-####x####-####research####source	0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####install####the####appropriate####driver####.####install####the####appropriate####driver####.####you####should####be####automatically####prompt####to####install####driver####to####use####the####razer####controller####.####if####you####be####not####prompt####,####you####can####manually####get####the####driver####from####the####razer####support####site####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	None
0####-####install####the####hydra	0,0,1,0,0	0,0,0,0,0	None
1####-####open####the####box####.####open####the####box####.####check####if####all####the####important####accessory####be####inside####.####the####razer####hydra####package####typically####include####:####-####two####motion####-####sense####controller####-####a####base####station####-####a####usb####cable####-####a####quick####start####guide####-####;	0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####connect####the####controller####to####its####base####station####.####connect####the####controller####to####its####base####station####.####take####the####cable####come####from####the####controller####and####plug####it####in####to####the####dedicated####port####on####the####base####station####.####there####be####two####port####on####the####base####station####;####the####controller####should####be####connect####to####the####right####-####hand####port####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####plug####the####base####station####to####you####computer####.####plug####the####base####station####to####you####computer####.####take####the####usb####cable####and####plug####the####smaller####end####into####the####left####-####hand####port####on####the####base####station####.####take####the####other####end####of####the####usb####cable####and####connect####it####to####any####available####usb####port####on####you####computer####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####download####the####razer####hydra####driver####installer####.####download####the####razer####hydra####driver####installer####.####open####a####web####browser####on####you####computer####and####download####the####razer####hydra####driver####installer####here####:####-####http://www.razersupport.com/gaming-controllers/razer-hydra/.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0	None
5####-####install####the####driver####.####install####the####driver####.####once####the####download####have####finish####,####double####-####click####on####the####download####file####to####start####install####the####driver####then####wait####for####it####to####finish####install####.####-####a####pop-up####message####will####appear####on####the####bottom####-####right####corner####of####you####computer####screen####notify####you####that####the####razer####hydra####have####be####detect####by####you####pc####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####install####the####hydra	0,0,1,0,0	0,0,0,0,0	None
1####-####open####the####box####.####open####the####box####.####check####if####all####the####important####accessory####be####inside####.####the####razer####hydra####package####typically####include####:####-####two####motion####-####sense####controller####-####a####base####station####-####a####usb####cable####-####a####quick####start####guide####-####;	0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####connect####the####controller####to####its####base####station####.####connect####the####controller####to####its####base####station####.####take####the####cable####come####from####the####controller####and####plug####it####in####to####the####dedicated####port####on####the####base####station####.####there####be####two####port####on####the####base####station####;####the####controller####should####be####connect####to####the####right####-####hand####port####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####plug####the####base####station####to####you####computer####.####plug####the####base####station####to####you####computer####.####take####the####usb####cable####and####plug####the####smaller####end####into####the####left####-####hand####port####on####the####base####station####.####take####the####other####end####of####the####usb####cable####and####connect####it####to####any####available####usb####port####on####you####computer####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####download####the####razer####hydra####driver####installer####.####download####the####razer####hydra####driver####installer####.####open####a####web####browser####on####you####computer####and####download####the####razer####hydra####driver####installer####here####:####-####http://www.razersupport.com/gaming-controllers/razer-hydra/.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	None
5####-####install####the####driver####.####install####the####driver####.####once####the####download####have####finish####,####double####-####click####on####the####download####file####to####start####install####the####driver####then####wait####for####it####to####finish####install####.####-####a####pop-up####message####will####appear####on####the####bottom####-####right####corner####of####you####computer####screen####notify####you####that####the####razer####hydra####have####be####detect####by####you####pc####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####on####window	0,0,0,0	0,0,0,0	None
1####-####open####start####and####type####in####device####manager####.####open####start####and####type####in####device####manager####.####this####will####search####you####computer####for####the####"####device####manager####"####program####,####which####allow####you####to####reset####hardware####on####you####computer####.####-####if####you####keyboard####will####not####let####you####type####correctly####,####scroll####down####to####the####window####system####folder####and####click####it####,####click####control####panel####,####click####the####"####view####by####"####option####and####then####select####large####icon####if####you####be####in####category####view####,####and####find####device####manager####.####-####;	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####click####device####manager####.####click####device####manager####.####it####be####at####the####top####of####the####start####window####.	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####scroll####down####and####expand####keyboard####.####scroll####down####and####expand####keyboard####.####click####the####icon####to####the####left####of####the####keyboard####heading####.####a####drop####-####down####list####of####you####currently####connect####keyboard####will####appear####.	0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####select####the####keyboard####that####you####want####to####reset####.####select####the####keyboard####that####you####want####to####reset####.####click####on####a####keyboard####'s####name####to####select####it####.####-####if####you####be####try####to####reset####a####external####keyboard####(####e.g.####,####a####wireless####one####)####,####you####can####select####it####here####.	0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####click####the####"####uninstall####"####icon####.####click####the####"####uninstall####"####icon####.####this####icon####resemble####a####red####"####x####"####at####the####top####of####the####window####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####click####ok####when####prompt####.####click####ok####when####prompt####.####do####so####remove####the####keyboard####from####the####device####manager####.	0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####click####the####"####search####for####update####"####button####.####click####the####"####search####for####update####"####button####.####it####resemble####a####computer####monitor####in####the####upper-right####side####of####the####device####manager####window####.####click####this####will####prompt####the####keyboard####to####reappear####in####device####manager####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####select####the####keyboard####again####.####select####the####keyboard####again####.####click####the####keyboard####'s####name####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####click####the####"####update####driver####"####button####.####click####the####"####update####driver####"####button####.####this####option####be####at####the####top####of####the####window####,####and####resemble####a####black####box####with####a####green####arrow####face####upward####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
10####-####click####search####automatically####for####update####driver####software####.####click####search####automatically####for####update####driver####software####.####it####be####the####top####option####in####the####pop####-up####window####.####this####will####prompt####window####to####begin####search####for####the####most####recent####software####update####for####you####keyboard####.	0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
11####-####allow####the####newest####driver####to####install####.####allow####the####newest####driver####to####install####.####if####there####be####any####driver####available####for####you####keyboard####they####will####install####automatically####.####-####if####there####be####not####any####new####driver####,####click####close####in####the####bottom####-####right####corner####of####the####window####when####prompt####.	0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
12####-####restart####you####computer####.####restart####you####computer####.####open####start####and####click####power####,####then####click####restart####.####once####you####computer####finish####restart####,####you####keyboard####should####be####fully####reset####.	0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####fixing####hardware####and####software####issue	0,0,0,0,0,0,0	0,0,0,0,0,0,0	None
1####-####make####sure####that####the####keyboard####be####plug####in####properly####.####make####sure####that####the####keyboard####be####plug####in####properly####.####to####avoid####software####issue####,####you####keyboard####should####be####plug####directly####into####you####computer####rather####than####into####a####usb####hub####.####[####4####]####-####x####-####research####source####-####-####if####you####keyboard####use####battery####,####make####sure####it####be####charge####(####or####replace####the####battery####with####fresh####one####)####.	0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
