'Was airprint printe setup?'			'0 - Printing with AirPrint on iPhone'			False
'Was airprint printe setup?'			"1 - Connect your AirPrint printer to your network.\nConnect your AirPrint printer to your network. The process for this will vary depending on your printer. Generally, you'll use the printer's built-in menu to select your wireless network and enter the password to join.\n- You can see if your printer is AirPrint-compatible by checking Apple's support page."			True
'Was airprint printe setup?'			"2 - Make sure there is photo paper in your printer.\nMake sure there is photo paper in your printer. Most modern desktop printers will have a special tray for photo paper that your iPhone will automatically print pictures from. This tray may be adjustable, and the location will vary depending on the printer. Refer to your printer's documentation for instructions on putting photo paper in the tray."			False
'Was airprint printe setup?'			"3 - Ensure you're connected to the same network as the printer.\nEnsure you're connected to the same network as the printer. You'll need to be on the same network as the AirPrint printer to print. You cannot print to your AirPrint printer remotely from a different Wi-Fi network.\n- You can do this by opening Settings on your iPhone, tapping on Wi-Fi, and looking at which network your phone is connected to. If you're not connected to the same network, tap on the network your printer is connected to, and enter a password (if there is one)."			False
'Was airprint printe setup?'			'4 - Open Photos on your iPhone.\nOpen Photos on your iPhone. This app icon looks like a multicolored flower. You can find this app on your home screen or by searching.'			False
'Was airprint printe setup?'			"5 - Tap a photo you want to print.\nTap a photo you want to print. If you want to print more than one photo, tap and hold a picture and it will get a blue checkmark in the upper left corner to indicate that it is selected. You can continue tapping to add pictures to your selection. Make sure you don't select a video, though, as that will prevent you from getting the option to print.[2]\n- X\n- Research source"			False
'Was airprint printe setup?'			"6 - Tap the Share icon .\nTap the Share icon . You'll find this in the lower-left corner of the screen."			False
'Was airprint printe setup?'			"7 - Tap Print.\nTap Print. You'll find this in the second row of sharing options. You may have to swipe the row from right to left to see it."			False
'Was airprint printe setup?'			'8 - Tap "Select Printer."\nTap "Select Printer." A list of available printers will appear.'			False
'Was airprint printe setup?'			"9 - Tap your printer.\nTap your printer. If your printer is not on the list, verify that it is connected to the same network as you and that it is AirPrint compatible. Restarting the printer and your router will usually fix connection errors.\n- If you need more printing options, you may want to try the printing app from your printer's manufacturer, like the HP app, HP Smart."			False
'Was airprint printe setup?'			'10 - Tap Print to print the selected photos.\nTap Print to print the selected photos. Your printer will automatically attempt to print from the photo paper tray on your printer.'			False
'Was computer setup?'			'0 - Running the Windows Installer'			False
'Was computer setup?'			"1 - Restart your computer into the BIOS_UEFI.\nRestart your computer into the BIOS/UEFI. The steps to enter the BIOS/UEFI depend on your PC manufacturer and model. You'll usually have to press a certain key (often F2, F10, F1, or Del) right after the computer starts back up.\n- Insert the USB drive into a free USB port if you haven't already."			True
'Was computer setup?'			'2 - Set the USB drive to come first in the boot order.\nSet the USB drive to come first in the boot order. You\'ll usually do this in a menu called "Boot" or "Boot Order." The steps to do this vary by PC, but you\'ll usually have to select USB Drive and mark it as 1st Boot Device. Check your PC manufacturer\'s website for more specific instructions about your BIOS/UEFI.'			False
'Was computer setup?'			'3 - Save your changes and exit the BIOS_UEFI.\nSave your changes and exit the BIOS/UEFI. Most BIOS/UEFI make the "Save" and "Exit" keys very clear somewhere on the screen. Once you exit the BIOS/UEFI, your computer will boot from your USB drive and display the "Windows Setup" window.'			False
'Was computer setup?'			"4 - Click Custom: Install Windows only (advanced).\nClick Custom: Install Windows only (advanced). It's the second option on the window. A list of partitions will appear."			False
'Was computer setup?'			'5 - Select the Windows10 partition and click Next.\nSelect the Windows10 partition and click Next. This is the partition you just created. Windows will now install on the selected partition.'			False
'Was computer setup?'			"6 - Follow the on-screen instructions to install Windows.\nFollow the on-screen instructions to install Windows. Once you finish the setup, you'll boot to the Windows desktop."			False
'Was computer setup?'			"7 - Connect to the internet in Windows.\nConnect to the internet in Windows. Now that Windows is installed, you'll need to install a tool that allows you to dual-boot it with your existing Ubuntu installation.\n- To learn how to connect to Wi-Fi, see How to Connect to WiFi in Windows 10 or How to Connect to the Internet."			False
'Was burn the iso file onto a dvd setup?'			'0 - Preparing to Install'			False
'Was burn the iso file onto a dvd setup?'			'1 - Make sure that your computer can run Linux.\nMake sure that your computer can run Linux. Your computer must meet the following system requirements:[1]\n- X\n- Research source\n- \n- \n- 2 GHz dual core processor\n- 2 gigabytes of RAM (system memory)\n- 25 gigabytes of hard drive space\n- A DVD drive or USB port on your computer\n- ;'			False
'Was burn the iso file onto a dvd setup?'			"2 - Find a blank DVD disc or a flash drive.\nFind a blank DVD disc or a flash drive. To install Ubuntu Linux on your computer, you'll first need to create an installer by placing the Ubuntu ISO file on a disc or flash drive.\n- If you use a DVD, a standard 4.5GB disc will be plenty.\n- If you choose to use a flash drive, make sure it is at least 2GB."			False
'Was burn the iso file onto a dvd setup?'			'3 - Download the Ubuntu Linux ISO file.\nDownload the Ubuntu Linux ISO file. To do so:\n- Go to https://www.ubuntu.com/download/desktop\n- Scroll down and click Download to the right of your preferred version, the latest LTS release is 18.10.\n- Scroll down and click the Not now, take me to the download link.\n- Wait for the download to start or click the download now link.'			False
'Was burn the iso file onto a dvd setup?'			"4 - Burn the ISO file onto a DVD\nBurn the ISO file onto a DVD. You can also use a flash drive, but you'll need to format it for either FAT32 (Windows) or MS-DOS (FAT) (Mac) and then use UNetBootin or Rufus (recommended) to make the flash drive recognizable by your computer's operating system."			True
'Was burn the iso file onto a dvd setup?'			"5 - Partition your computer's hard drive\nPartition your computer's hard drive. Creating a partition sections off a determined part of your hard drive, allowing that part to function as a separate hard drive. This is what you'll install Linux onto, so your partition will need to be at least five gigabytes in size.\n- The Ubuntu support page recommends at least 25 gigabytes of free space."			False
'Was burn the iso file onto a dvd setup?'			"6 - Make sure that your installer is inserted.\nMake sure that your installer is inserted. Your DVD or flash drive should be inserted into or attached to your computer. Once you're certain that the installer is connected and you've performed the rest of the steps in this section, you can proceed to installing Ubuntu Linux on your Windows or Mac computer."			False
'Was camera setup?'			'0 - Steps'			False
'Was camera setup?'			'1 - Dress professionally unless conveyed otherwise; for men preferably dark colored suits (blue, black or gray) with a non-flamboyant shirt and tie, and of course wear polished shoes should a full-dress camera shot apply.\nDress professionally unless conveyed otherwise; for men preferably dark colored suits (blue, black or gray) with a non-flamboyant shirt and tie, and of course wear polished shoes should a full-dress camera shot apply.\n- ;'			True
'Was camera setup?'			'2 - For women preferably a nice pant-suit or dress, non-flamboyant with no skin revealed beneath the neck-line.\nFor women preferably a nice pant-suit or dress, non-flamboyant with no skin revealed beneath the neck-line. Shoes should complement your attire; avoid unprofessional looking stilettos should a full-dress camera shot apply and for men and women avoid displays of excessive jewelry or artwork on body-parts.'			False
'Was camera setup?'			'3 - Shut down your mobile phone or any other potential distractions within your control prior to the interview.\nShut down your mobile phone or any other potential distractions within your control prior to the interview.'			False
'Was camera setup?'			'4 - The presence of voice, language and body positioning is important.\nThe presence of voice, language and body positioning is important. Avoid elevated voice tones, slang and loose posture. Bottom-line; sound sharp and look sharp.'			False
'Was camera setup?'			'5 - Look directly into the camera when speaking; avoid wandering eyes or a deer caught in the headlights scenario.\nLook directly into the camera when speaking; avoid wandering eyes or a deer caught in the headlights scenario. Relax and show confidence in your ability to maintain physical-control.'			False
'Was camera setup?'			'6 - Answer each question to the best of your ability without going overboard; keep your answers brief and to the point.\nAnswer each question to the best of your ability without going overboard; keep your answers brief and to the point.'			False
'Was camera setup?'			'7 - Avoid criticizing your previous employer or colleagues if at all possible.\nAvoid criticizing your previous employer or colleagues if at all possible.'			False
'Was camera setup?'			'8 - Avoid leaving the confines of the camera until the interview is completely administered and remember to thank the employer for his/her time and consideration of the interview session.\nAvoid leaving the confines of the camera until the interview is completely administered and remember to thank the employer for his/her time and consideration of the interview session.'			False
'Was camera setup?'			'9 - Remember to adjust the light sources around you so that there is light shining on your face and that there are no lights shining directly into the webcam.\nRemember to adjust the light sources around you so that there is light shining on your face and that there are no lights shining directly into the webcam.'			False
'Was camera setup?'			"10 - Don't skimp on the webcam and microphone, quality does matter.\nDon't skimp on the webcam and microphone, quality does matter."			False
'Was webcam setup?'			'0 - Encoding a Stream with OBS Studio'			False
'Was webcam setup?'			"1 - Understand what encoding means.\nUnderstand what encoding means. Encoding a stream allows you to send stream content from a third-party application (in this case, OBS Studio) to a streaming service (e.g., YouTube or Twitch). Since many streaming services don't support direct webcam streaming, this is the only way to stream on some platforms.\n- Streaming from an encoder often results in much higher-quality live streaming than does using a website's built-in streaming with your webcam.\n- When encoding a stream, you'll have to retrieve a key and an address from your selected streaming service and then plug both piece of information into OBS Studio (or any other streaming application).\n- ;"			False
'Was webcam setup?'			"2 - Install your webcam\nInstall your webcam if necessary. If your computer doesn't already have a built-in webcam, you'll need to attach and set up an external USB webcam before you'll be able to stream.\n- You can buy webcams in virtually any tech store or large online marketplace (e.g., Amazon). They tend to range in price depending on their quality."			True
'Was webcam setup?'			'3 - Open your service\'s "Live Stream" section and retrieve your stream key.\nOpen your service\'s "Live Stream" section and retrieve your stream key. In order to link your webcam\'s stream to your preferred service, you\'ll need to retrieve a link that allows you to do so from your service. This process varies from service to service:\n- \n- Twitch - Go to https://www.twitch.tv/ and log in if necessary, click your username in the upper-right corner, click Dashboard, click the Channel tab below "Settings" on the left side of the page, click Stream Key, click Show Key, click I understand, and copy your key.\n- Facebook - Go to https://www.facebook.com/ and log in if necessary, click Live Video, click the Connect tab, and copy the "Stream Key" text box\'s contents.\n- YouTube - Go to https://www.youtube.com/live_dashboard_splash and log in if necessary, click Stream now on the left side of the page, click Reveal next to the "Stream name/key" box, and copy the stream key.'			False
'Was webcam setup?'			"4 - Open OBS Studio.\nOpen OBS Studio. Its app icon resembles a three-bladed fan on a black background.\n- If you haven't yet installed OBS Studio, go to https://obsproject.com/download in your browser, select your operating system, click Download Installer, and install it before proceeding."			False
'Was webcam setup?'			'5 - Click File.\nClick File. This option is in the upper-left side of the window.\n- On a Mac, click OBS Studio in the upper-left corner of the screen.'			False
'Was webcam setup?'			"6 - Click Settings.\nClick Settings. It's in the File drop-down menu. Doing so opens the Settings window.\n- On a Mac, click Preferences... in the drop-down menu."			False
'Was webcam setup?'			"7 - Click the Stream tab.\nClick the Stream tab. You'll find this on the left side of the window."			False
'Was webcam setup?'			'8 - Select a streaming service.\nSelect a streaming service. Click the "Service" drop-down box, then click your service\'s name (e.g., Twitch) in the drop-down menu.'			False
'Was webcam setup?'			'9 - Enter your stream key.\nEnter your stream key. Click the "Stream key" text box, then paste in your stream key by pressing Ctrl+V (Windows) or ⌘ Command+V (Mac).'			False
'Was webcam setup?'			"10 - Click Apply, then click OK.\nClick Apply, then click OK. Both options are at the bottom of the page. This will save your settings and close the window.\n- If you don't see Apply and OK on a Mac, just close the Preferences window."			False
'Was webcam setup?'			'11 - Add your webcam to the stream.\nAdd your webcam to the stream. By default, OBS Studio will record your desktop. You\'ll need to add your webcam by doing the following:\n- Click ＋ below the "Sources" box at the bottom of the page.\n- Click Video Capture Device\n- Check the "Create new" box and enter a title.\n- Click OK\n- Select your webcam.\n- Click OK'			False
'Was webcam setup?'			"12 - Adjust your webcam's view.\nAdjust your webcam's view. You can click and drag the bottom-right corner of the red box that's surrounding your webcam in order to enlarge the amount of screen space that your webcam covers.\n- Skip this step if you're happy with the current webcam settings."			False
'Was webcam setup?'			"13 - Click Start Streaming.\nClick Start Streaming. It's a button in the lower-right side of the OBS Studio window. Your stream will begin."			False
'Was webcam setup?'			"14 - Add your OBS stream to your preferred platform.\nAdd your OBS stream to your preferred platform. Depending on your selected service, this process will vary:\n- \n- Twitch - You'll go live automatically. Open your Channel page to view the stream.\n- Facebook - Click Go Live in the lower-right side of the Connect tab from which you retrieved your stream key earlier.\n- YouTube - Click GO LIVE on the Stream now tab from which you retrieved your stream key earlier."			False
'Was webcam setup?'			'0 - Streaming Directly from Your Webcam on YouTube'			False
'Was webcam setup?'			"1 - Install your webcam\nInstall your webcam if necessary. If your computer doesn't already have a built-in webcam, you'll need to attach and set up an external USB webcam before you'll be able to stream.\n- You can buy webcams in virtually any tech store or large online marketplace (e.g., Amazon). They tend to range in price depending on their quality."			True
'Was webcam setup?'			"2 - Make sure that you're using Google Chrome.\nMake sure that you're using Google Chrome. As of April 2018, streaming to YouTube directly from your computer's webcam is only available on Google Chrome.\n- Streaming directly from your webcam is only available on Chrome versions 60 and up. If you're still using an older version of Chrome, update it before proceeding.[1]\n- X\n- Research source"			False
'Was webcam setup?'			"3 - Open YouTube.\nOpen YouTube. Go to https://www.youtube.com/ in your computer's web browser. This will open your YouTube home page if you're logged into your Google Account.\n- If you aren't logged in, click SIGN IN in the upper-right side of the page, then enter your email address and password when prompted."			False
'Was webcam setup?'			'4 - Click the "Upload"  icon.\nClick the "Upload"  icon. It\'s the video camera-shaped icon in the upper-right side of the page. A drop-down menu will appear.'			False
'Was webcam setup?'			'5 - Click Go live.\nClick Go live. This option is in the drop-down menu. Doing so opens the live-streaming section of YouTube.'			False
'Was webcam setup?'			'6 - Click Get started.\nClick Get started. It\'s a blue button in the middle of the page. This will prompt YouTube to begin validating your account, which will unlock the ability to live-stream in 24 hours.[2]\n- X\n- Research source\n- \n- If you\'ve already activated your account for streaming on YouTube, skip to the "Click Camera" step.'			False
'Was webcam setup?'			'7 - Re-open the live-streaming page after 24 hours.\nRe-open the live-streaming page after 24 hours. Once your account is able to stream, go back to YouTube, click the "Upload" button appropriate to your browser, and select the Go live option.'			False
'Was webcam setup?'			"8 - Click Camera.\nClick Camera. It's a tab on the left side of the page. This option allows you to stream directly from your webcam without having to download an encoder."			False
'Was webcam setup?'			'9 - Click Allow when prompted.\nClick Allow when prompted. This notification will appear in the upper-left corner of the window. Doing so allows Chrome to use your webcam and microphone.'			False
'Was webcam setup?'			'10 - Enter your stream\'s information.\nEnter your stream\'s information. Type the title and description for your stream into the "Title" and "Description" text boxes, then select a thumbnail if desired.[3]\n- X\n- Research source'			False
'Was webcam setup?'			"11 - Click GO LIVE.\nClick GO LIVE. It's a blue button. Doing so will prompt YouTube to begin streaming from your webcam."			False
'Was webcam setup?'			'0 - Streaming Directly from Your Webcam on Facebook'			False
'Was webcam setup?'			"1 - Install your webcam\nInstall your webcam if necessary. If your computer doesn't already have a built-in webcam, you'll need to attach and set up an external USB webcam before you'll be able to stream.\n- You can buy webcams in virtually any tech store or large online marketplace (e.g., Amazon). They tend to range in price depending on their quality."			True
'Was webcam setup?'			"2 - Open Facebook.\nOpen Facebook. Go to https://www.facebook.com/ in your computer's web browser. This will open your Facebook News Feed if you're logged in.\n- If you aren't logged into Facebook, enter your email address (or phone number) and password in the upper-right side of the page, then click Log In."			False
'Was webcam setup?'			'3 - Click Live Video.\nClick Live Video. It\'s near the top of the News Feed page, just above the text box where you would usually post a status. Doing so opens the "Create a Live Stream" pop-out menu.'			False
'Was webcam setup?'			'4 - Allow Facebook to access your webcam and microphone.\nAllow Facebook to access your webcam and microphone. Click Allow (or similar) when prompted to allow Facebook to use your webcam, then do the same if asked to allow access to your microphone.'			False
'Was webcam setup?'			'5 - Add a description to the video.\nAdd a description to the video. In the "Say something about this live video..." text box, type in a description for your stream.\n- This is optional, but recommended.'			False
'Was webcam setup?'			'6 - Add a title.\nAdd a title. If you want to place a title on your stream, type your title into the "Title" heading near the bottom of the pop-out menu.'			False
'Was webcam setup?'			"7 - Click Go Live.\nClick Go Live. It's in the bottom-right corner of the page. Doing so causes your webcam to begin streaming to Facebook.\n- You can close the live stream at any time by clicking End Live Video and then clicking End when prompted."			False
