7####-####drag####the####slider####up####or####down####until####the####desire####resolution####be####select####.####drag####the####slider####up####or####down####until####the####desire####resolution####be####select####.####click####"####apply####.####"####if####a####compatible####resolution####be####choose####,####the####screen####will####revert####to####these####setting####(####if####the####resolution####be####incompatible####,####select####another####resolution####)####.	0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
8####-####wait####for####the####system####to####ask####if####the####setting####be####acceptable####.####wait####for####the####system####to####ask####if####the####setting####be####acceptable####.####select####"####yes####"####if####the####setting####be####accurate####,####otherwise####continue####change####the####resolution####until####the####desire####effect####be####achieve####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
0####-####changing####display####setting####on####window	0,0,0,0,0,0,0	0,0,0,0,0,0,0	False
1####-####open####start####.####open####start####.####click####the####window####logo####in####the####bottom####-####leave####corner####of####the####screen####.####the####start####menu####will####open####.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
2####-####open####setting####.####open####setting####.####click####the####gear####-####shape####icon####in####the####lower####-####leave####side####of####the####menu####.	0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
3####-####click####system####.####click####system####.####it####be####a####computer####-####shape####icon####in####the####settings####window####.	0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
4####-####click####the####display####tab####.####click####the####display####tab####.####this####option####be####on####the####left####side####of####the####display####window####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
5####-####scroll####down####to####the####"####multiple####display####"####section####.####scroll####down####to####the####"####multiple####display####"####section####.####it####be####near####the####bottom####of####the####page####.	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
6####-####click####the####"####multiple####display####"####drop####-####down####box####.####click####the####"####multiple####display####"####drop####-####down####box####.####do####so####prompt####a####drop####-####down####menu####.	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
7####-####click####extend####these####display####.####click####extend####these####display####.####it####be####a####option####in####the####drop####-####down####box####.####this####will####ensure####that####you####tv####'s####screen####act####as####a####continuation####of####you####pc####'s####screen####(####rather####than####just####duplicate####it####)####.	0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
8####-####use####you####extend####tv####display####.####use####you####extend####tv####display####.####move####you####mouse####all####the####way####to####the####right####edge####of####you####computer####will####move####the####mouse####onto####you####tv####'s####screen####,####where####you####can####proceed####to####use####the####computer####like####usual####.####-####any####content####on####you####computer####'s####screen####will####remain####as####it####be####before####extend####the####display####.####-####think####of####the####tv####as####a####screen####immediately####to####the####right####of####you####computer####'s####screen####.	0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
0####-####printing####with####airprint####on####iphone	0,0,0,0,0,0,0	0,0,0,0,0,0,0	False
1####-####connect####you####airprint####printer####to####you####network####.####connect####you####airprint####printer####to####you####network####.####the####process####for####this####will####vary####depend####on####you####printer####.####generally####,####you####will####use####the####printer####'s####build####-####in####menu####to####select####you####wireless####network####and####enter####the####password####to####join####.####-####you####can####see####if####you####printer####be####airprint####-####compatible####by####check####apple####'s####support####page####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####make####sure####there####be####photo####paper####in####you####printer####.####make####sure####there####be####photo####paper####in####you####printer####.####most####modern####desktop####printer####will####have####a####special####tray####for####photo####paper####that####you####i####phone####will####automatically####print####picture####from####.####this####tray####may####be####adjustable####,####and####the####location####will####vary####depend####on####the####printer####.####refer####to####you####printer####'s####documentation####for####instruction####on####put####photo####paper####in####the####tray####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
3####-####ensure####you####be####connect####to####the####same####network####as####the####printer####.####ensure####you####be####connect####to####the####same####network####as####the####printer####.####you####will####need####to####be####on####the####same####network####as####the####airprint####printer####to####print####.####you####can####not####print####to####you####airprint####printer####remotely####from####a####different####wi####-####fi####network####.####-####you####can####do####this####by####open####setting####on####you####iphone####,####tap####on####wi####-####fi####,####and####look####at####which####network####you####phone####be####connect####to####.####if####you####be####not####connect####to####the####same####network####,####tap####on####the####network####you####printer####be####connect####to####,####and####enter####a####password####(####if####there####be####one####)####.	0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
4####-####open####photo####on####you####i####phone####.####open####photo####on####you####iphone####.####this####app####icon####look####like####a####multicolor####flower####.####you####can####find####this####app####on####you####home####screen####or####by####search####.	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
5####-####tap####a####photo####you####want####to####print####.####tap####a####photo####you####want####to####print####.####if####you####want####to####print####more####than####one####photo####,####tap####and####hold####a####picture####and####it####will####get####a####blue####checkmark####in####the####upper####leave####corner####to####indicate####that####it####be####select####.####you####can####continue####tap####to####add####picture####to####you####selection####.####make####sure####you####do####not####select####a####video####,####though####,####as####that####will####prevent####you####from####get####the####option####to####print####.####[####2####]####-####x####-####research####source	0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
6####-####tap####the####share####icon####.####tap####the####share####icon####.####you####will####find####this####in####the####lower####-####leave####corner####of####the####screen####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
7####-####tap####print####.####tap####print####.####you####will####find####this####in####the####second####row####of####share####option####.####you####may####have####to####swipe####the####row####from####right####to####leave####to####see####it####.	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
8####-####tap####"####select####printer####.####"####tap####"####select####printer####.####"####a####list####of####available####printer####will####appear####.	0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
9####-####tap####you####printer####.####tap####you####printer####.####if####you####printer####be####not####on####the####list####,####verify####that####it####be####connect####to####the####same####network####as####you####and####that####it####be####airprint####compatible####.####restart####the####printer####and####you####router####will####usually####fix####connection####error####.####-####if####you####need####more####printing####option####,####you####may####want####to####try####the####printing####app####from####you####printer####'s####manufacturer####,####like####the####hp####app####,####hp####smart####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
10####-####tap####print####to####print####the####select####photo####.####tap####print####to####print####the####select####photo####.####you####printer####will####automatically####attempt####to####print####from####the####photo####paper####tray####on####you####printer####.	0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
0####-####run####the####window####installer	0,0,1,0,0,0	0,0,0,0,0,0	False
1####-####restart####you####computer####into####the####bios_####uefi####.####restart####you####computer####into####the####bios####/####uefi####.####the####step####to####enter####the####bio####/####uefi####depend####on####you####pc####manufacturer####and####model####.####you####will####usually####have####to####press####a####certain####key####(####often####f2####,####f10####,####f1####,####or####del####)####right####after####the####computer####start####back####up####.####-####insert####the####usb####drive####into####a####free####usb####port####if####you####have####not####already####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####set####the####usb####drive####to####come####first####in####the####boot####order####.####set####the####usb####drive####to####come####first####in####the####boot####order####.####you####will####usually####do####this####in####a####menu####call####"####boot####"####or####"####boot####order####.####"####the####step####to####do####this####vary####by####pc####,####but####you####will####usually####have####to####select####usb####drive####and####mark####it####as####1st####boot####device####.####check####you####pc####manufacturer####'s####website####for####more####specific####instruction####about####you####bio####/####uefi####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
3####-####save####you####change####and####exit####the####bios_####uefi####.####save####you####change####and####exit####the####bio####/####uefi####.####most####bio####/####uefi####make####the####"####save####"####and####"####exit####"####key####very####clear####somewhere####on####the####screen####.####once####you####exit####the####bio####/####uefi####,####you####computer####will####boot####from####you####usb####drive####and####display####the####"####window####setup####"####window####.	0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
4####-####click####custom####:####install####window####only####(####advanced####)####.####click####custom####:####install####window####only####(####advanced####)####.####it####be####the####second####option####on####the####window####.####a####list####of####partition####will####appear####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
5####-####select####the####window####10####partition####and####click####next.####select####the####window####'s####10####partition####and####click####next####.####this####be####the####partition####you####just####create####.####window####will####now####install####on####the####select####partition####.	0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
6####-####follow####the####on####-####screen####instruction####to####install####window####.####follow####the####on####-####screen####instruction####to####install####window####.####once####you####finish####the####setup####,####you####will####boot####to####the####window####desktop####.	0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
7####-####connect####to####the####internet####in####window####.####connect####to####the####internet####in####window####.####now####that####window####be####install####,####you####will####need####to####install####a####tool####that####allow####you####to####dual####-####boot####it####with####you####exist####ubuntu####installation####.####-####to####learn####how####to####connect####to####wi####-####fi####,####see####how####to####connect####to####wifi####in####window####10####or####how####to####connect####to####the####internet####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
0####-####step	0,0,0	0,0,0	False
1####-####dress####professionally####unless####convey####otherwise####;####for####man####preferably####dark####color####suit####(####blue####,####black####or####gray####)####with####a####non-flamboyant####shirt####and####tie####,####and####of####course####wear####polish####shoe####should####a####full####-####dress####camera####shot####apply####.####dress####professionally####unless####convey####otherwise####;####for####man####preferably####dark####color####suit####(####blue####,####black####or####gray####)####with####a####non-flamboyant####shirt####and####tie####,####and####of####course####wear####polish####shoe####should####a####full####-####dress####camera####shot####apply####.####-####;	0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	True
2####-####for####woman####preferably####a####nice####pant####-####suit####or####dress####,####non-flamboyant####with####no####skin####reveal####beneath####the####neck####-####line####.####for####woman####preferably####a####nice####pant####-####suit####or####dress####,####non-flamboyant####with####no####skin####reveal####beneath####the####neck####-####line####.####shoe####should####complement####you####attire####;####avoid####unprofessional####look####stiletto####should####a####full####-####dress####camera####shot####apply####and####for####man####and####woman####avoid####display####of####excessive####jewelry####or####artwork####on####body####-####part####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
3####-####shut####down####you####mobile####phone####or####any####other####potential####distraction####within####you####control####prior####to####the####interview####.####shut####down####you####mobile####phone####or####any####other####potential####distraction####within####you####control####prior####to####the####interview####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
4####-####the####presence####of####voice####,####language####and####body####positioning####be####important####.####the####presence####of####voice####,####language####and####body####positioning####be####important####.####avoid####elevate####voice####tone####,####slang####and####loose####posture####.####bottom####-####line####;####sound####sharp####and####look####sharp####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
5####-####look####directly####into####the####camera####when####speak####;####avoid####wander####eye####or####a####deer####catch####in####the####headlight####scenario####.####look####directly####into####the####camera####when####speak####;####avoid####wander####eye####or####a####deer####catch####in####the####headlight####scenario####.####relax####and####show####confidence####in####you####ability####to####maintain####physical####-####control####.	0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
6####-####answer####each####question####to####the####best####of####you####ability####without####go####overboard####;####keep####you####answer####brief####and####to####the####point####.####answer####each####question####to####the####best####of####you####ability####without####go####overboard####;####keep####you####answer####brief####and####to####the####point####.	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
